district_gadm,state_gadm,year,q,quarter,quarter_num
Srikakulam,Andhra Pradesh,2022,3,2022Q3,31
Srikakulam,Andhra Pradesh,2022,4,2022Q4,32
Srikakulam,Andhra Pradesh,2023,1,2023Q1,33
Srikakulam,Andhra Pradesh,2023,2,2023Q2,34
Srikakulam,Andhra Pradesh,2023,3,2023Q3,35
Srikakulam,Andhra Pradesh,2023,4,2023Q4,36
Srikakulam,Andhra Pradesh,2024,1,2024Q1,37
Srikakulam,Andhra Pradesh,2024,2,2024Q2,38
Srikakulam,Andhra Pradesh,2024,3,2024Q3,39
Srikakulam,Andhra Pradesh,2024,4,2024Q4,40
Visakhapatnam,Andhra Pradesh,2015,1,2015Q1,1
Visakhapatnam,Andhra Pradesh,2015,2,2015Q2,2
Visakhapatnam,Andhra Pradesh,2015,3,2015Q3,3
Visakhapatnam,Andhra Pradesh,2015,4,2015Q4,4
Visakhapatnam,Andhra Pradesh,2016,1,2016Q1,5
Visakhapatnam,Andhra Pradesh,2016,2,2016Q2,6
Visakhapatnam,Andhra Pradesh,2016,3,2016Q3,7
Visakhapatnam,Andhra Pradesh,2016,4,2016Q4,8
Visakhapatnam,Andhra Pradesh,2017,1,2017Q1,9
Visakhapatnam,Andhra Pradesh,2017,2,2017Q2,10
Visakhapatnam,Andhra Pradesh,2017,3,2017Q3,11
Visakhapatnam,Andhra Pradesh,2017,4,2017Q4,12
Visakhapatnam,Andhra Pradesh,2018,1,2018Q1,13
Visakhapatnam,Andhra Pradesh,2018,2,2018Q2,14
Visakhapatnam,Andhra Pradesh,2018,3,2018Q3,15
Visakhapatnam,Andhra Pradesh,2018,4,2018Q4,16
Visakhapatnam,Andhra Pradesh,2019,1,2019Q1,17
Visakhapatnam,Andhra Pradesh,2019,2,2019Q2,18
Visakhapatnam,Andhra Pradesh,2019,3,2019Q3,19
Visakhapatnam,Andhra Pradesh,2019,4,2019Q4,20
Visakhapatnam,Andhra Pradesh,2020,1,2020Q1,21
Visakhapatnam,Andhra Pradesh,2020,2,2020Q2,22
Visakhapatnam,Andhra Pradesh,2020,3,2020Q3,23
Visakhapatnam,Andhra Pradesh,2020,4,2020Q4,24
Visakhapatnam,Andhra Pradesh,2021,1,2021Q1,25
Visakhapatnam,Andhra Pradesh,2021,2,2021Q2,26
Visakhapatnam,Andhra Pradesh,2021,3,2021Q3,27
Visakhapatnam,Andhra Pradesh,2021,4,2021Q4,28
Visakhapatnam,Andhra Pradesh,2022,1,2022Q1,29
Visakhapatnam,Andhra Pradesh,2022,2,2022Q2,30
Visakhapatnam,Andhra Pradesh,2022,3,2022Q3,31
Visakhapatnam,Andhra Pradesh,2022,4,2022Q4,32
Visakhapatnam,Andhra Pradesh,2023,1,2023Q1,33
Visakhapatnam,Andhra Pradesh,2023,2,2023Q2,34
Visakhapatnam,Andhra Pradesh,2023,3,2023Q3,35
Visakhapatnam,Andhra Pradesh,2023,4,2023Q4,36
Visakhapatnam,Andhra Pradesh,2024,1,2024Q1,37
Visakhapatnam,Andhra Pradesh,2024,2,2024Q2,38
Visakhapatnam,Andhra Pradesh,2024,3,2024Q3,39
Visakhapatnam,Andhra Pradesh,2024,4,2024Q4,40
Vizianagaram,Andhra Pradesh,2015,1,2015Q1,1
Vizianagaram,Andhra Pradesh,2015,2,2015Q2,2
Vizianagaram,Andhra Pradesh,2015,3,2015Q3,3
Vizianagaram,Andhra Pradesh,2015,4,2015Q4,4
Vizianagaram,Andhra Pradesh,2016,1,2016Q1,5
Vizianagaram,Andhra Pradesh,2016,2,2016Q2,6
Vizianagaram,Andhra Pradesh,2016,3,2016Q3,7
Vizianagaram,Andhra Pradesh,2016,4,2016Q4,8
Vizianagaram,Andhra Pradesh,2017,1,2017Q1,9
Vizianagaram,Andhra Pradesh,2017,2,2017Q2,10
Vizianagaram,Andhra Pradesh,2017,3,2017Q3,11
Vizianagaram,Andhra Pradesh,2017,4,2017Q4,12
Vizianagaram,Andhra Pradesh,2018,1,2018Q1,13
Vizianagaram,Andhra Pradesh,2018,2,2018Q2,14
Vizianagaram,Andhra Pradesh,2018,3,2018Q3,15
Vizianagaram,Andhra Pradesh,2018,4,2018Q4,16
Vizianagaram,Andhra Pradesh,2019,1,2019Q1,17
Vizianagaram,Andhra Pradesh,2019,2,2019Q2,18
Vizianagaram,Andhra Pradesh,2019,3,2019Q3,19
Vizianagaram,Andhra Pradesh,2019,4,2019Q4,20
Vizianagaram,Andhra Pradesh,2020,1,2020Q1,21
Vizianagaram,Andhra Pradesh,2020,2,2020Q2,22
Vizianagaram,Andhra Pradesh,2020,3,2020Q3,23
Vizianagaram,Andhra Pradesh,2020,4,2020Q4,24
Vizianagaram,Andhra Pradesh,2021,1,2021Q1,25
Vizianagaram,Andhra Pradesh,2021,2,2021Q2,26
Vizianagaram,Andhra Pradesh,2021,3,2021Q3,27
Vizianagaram,Andhra Pradesh,2021,4,2021Q4,28
Vizianagaram,Andhra Pradesh,2022,1,2022Q1,29
Vizianagaram,Andhra Pradesh,2022,2,2022Q2,30
Vizianagaram,Andhra Pradesh,2022,3,2022Q3,31
Vizianagaram,Andhra Pradesh,2022,4,2022Q4,32
Vizianagaram,Andhra Pradesh,2023,1,2023Q1,33
Vizianagaram,Andhra Pradesh,2023,2,2023Q2,34
Vizianagaram,Andhra Pradesh,2023,3,2023Q3,35
Vizianagaram,Andhra Pradesh,2023,4,2023Q4,36
Vizianagaram,Andhra Pradesh,2024,1,2024Q1,37
Vizianagaram,Andhra Pradesh,2024,2,2024Q2,38
Vizianagaram,Andhra Pradesh,2024,3,2024Q3,39
Vizianagaram,Andhra Pradesh,2024,4,2024Q4,40
West Godavari,Andhra Pradesh,2015,1,2015Q1,1
West Godavari,Andhra Pradesh,2015,2,2015Q2,2
West Godavari,Andhra Pradesh,2015,3,2015Q3,3
West Godavari,Andhra Pradesh,2015,4,2015Q4,4
West Godavari,Andhra Pradesh,2016,1,2016Q1,5
West Godavari,Andhra Pradesh,2016,2,2016Q2,6
West Godavari,Andhra Pradesh,2016,3,2016Q3,7
West Godavari,Andhra Pradesh,2016,4,2016Q4,8
West Godavari,Andhra Pradesh,2017,1,2017Q1,9
West Godavari,Andhra Pradesh,2017,2,2017Q2,10
West Godavari,Andhra Pradesh,2017,3,2017Q3,11
West Godavari,Andhra Pradesh,2017,4,2017Q4,12
West Godavari,Andhra Pradesh,2018,1,2018Q1,13
West Godavari,Andhra Pradesh,2018,2,2018Q2,14
West Godavari,Andhra Pradesh,2018,3,2018Q3,15
West Godavari,Andhra Pradesh,2018,4,2018Q4,16
West Godavari,Andhra Pradesh,2019,1,2019Q1,17
West Godavari,Andhra Pradesh,2019,2,2019Q2,18
West Godavari,Andhra Pradesh,2019,3,2019Q3,19
West Godavari,Andhra Pradesh,2019,4,2019Q4,20
West Godavari,Andhra Pradesh,2020,1,2020Q1,21
West Godavari,Andhra Pradesh,2020,2,2020Q2,22
West Godavari,Andhra Pradesh,2020,3,2020Q3,23
West Godavari,Andhra Pradesh,2020,4,2020Q4,24
West Godavari,Andhra Pradesh,2021,1,2021Q1,25
West Godavari,Andhra Pradesh,2021,2,2021Q2,26
West Godavari,Andhra Pradesh,2021,3,2021Q3,27
West Godavari,Andhra Pradesh,2021,4,2021Q4,28
West Godavari,Andhra Pradesh,2022,1,2022Q1,29
West Godavari,Andhra Pradesh,2022,2,2022Q2,30
West Godavari,Andhra Pradesh,2022,3,2022Q3,31
West Godavari,Andhra Pradesh,2022,4,2022Q4,32
West Godavari,Andhra Pradesh,2023,1,2023Q1,33
West Godavari,Andhra Pradesh,2023,2,2023Q2,34
West Godavari,Andhra Pradesh,2023,3,2023Q3,35
West Godavari,Andhra Pradesh,2023,4,2023Q4,36
West Godavari,Andhra Pradesh,2024,1,2024Q1,37
West Godavari,Andhra Pradesh,2024,2,2024Q2,38
West Godavari,Andhra Pradesh,2024,3,2024Q3,39
West Godavari,Andhra Pradesh,2024,4,2024Q4,40
Y.S.R.,Andhra Pradesh,2015,1,2015Q1,1
Y.S.R.,Andhra Pradesh,2015,2,2015Q2,2
Y.S.R.,Andhra Pradesh,2015,3,2015Q3,3
Y.S.R.,Andhra Pradesh,2015,4,2015Q4,4
Y.S.R.,Andhra Pradesh,2016,1,2016Q1,5
Y.S.R.,Andhra Pradesh,2016,2,2016Q2,6
Y.S.R.,Andhra Pradesh,2016,3,2016Q3,7
Y.S.R.,Andhra Pradesh,2016,4,2016Q4,8
Y.S.R.,Andhra Pradesh,2017,1,2017Q1,9
Y.S.R.,Andhra Pradesh,2017,2,2017Q2,10
Y.S.R.,Andhra Pradesh,2017,3,2017Q3,11
Y.S.R.,Andhra Pradesh,2017,4,2017Q4,12
Y.S.R.,Andhra Pradesh,2018,1,2018Q1,13
Y.S.R.,Andhra Pradesh,2018,2,2018Q2,14
Y.S.R.,Andhra Pradesh,2018,3,2018Q3,15
Y.S.R.,Andhra Pradesh,2018,4,2018Q4,16
Y.S.R.,Andhra Pradesh,2019,1,2019Q1,17
Y.S.R.,Andhra Pradesh,2019,2,2019Q2,18
Y.S.R.,Andhra Pradesh,2019,3,2019Q3,19
Y.S.R.,Andhra Pradesh,2019,4,2019Q4,20
Y.S.R.,Andhra Pradesh,2020,1,2020Q1,21
Y.S.R.,Andhra Pradesh,2020,2,2020Q2,22
Y.S.R.,Andhra Pradesh,2020,3,2020Q3,23
Y.S.R.,Andhra Pradesh,2020,4,2020Q4,24
Y.S.R.,Andhra Pradesh,2021,1,2021Q1,25
Y.S.R.,Andhra Pradesh,2021,2,2021Q2,26
Y.S.R.,Andhra Pradesh,2021,3,2021Q3,27
Y.S.R.,Andhra Pradesh,2021,4,2021Q4,28
Y.S.R.,Andhra Pradesh,2022,1,2022Q1,29
Y.S.R.,Andhra Pradesh,2022,2,2022Q2,30
Y.S.R.,Andhra Pradesh,2022,3,2022Q3,31
Y.S.R.,Andhra Pradesh,2022,4,2022Q4,32
Y.S.R.,Andhra Pradesh,2023,1,2023Q1,33
Y.S.R.,Andhra Pradesh,2023,2,2023Q2,34
Y.S.R.,Andhra Pradesh,2023,3,2023Q3,35
Y.S.R.,Andhra Pradesh,2023,4,2023Q4,36
Y.S.R.,Andhra Pradesh,2024,1,2024Q1,37
Y.S.R.,Andhra Pradesh,2024,2,2024Q2,38
Y.S.R.,Andhra Pradesh,2024,3,2024Q3,39
Y.S.R.,Andhra Pradesh,2024,4,2024Q4,40
Anjaw,Arunachal Pradesh,2015,1,2015Q1,1
Anjaw,Arunachal Pradesh,2015,2,2015Q2,2
Anjaw,Arunachal Pradesh,2015,3,2015Q3,3
Anjaw,Arunachal Pradesh,2015,4,2015Q4,4
Anjaw,Arunachal Pradesh,2016,1,2016Q1,5
Anjaw,Arunachal Pradesh,2016,2,2016Q2,6
Anjaw,Arunachal Pradesh,2016,3,2016Q3,7
Anjaw,Arunachal Pradesh,2016,4,2016Q4,8
Anjaw,Arunachal Pradesh,2017,1,2017Q1,9
Anjaw,Arunachal Pradesh,2017,2,2017Q2,10
Anjaw,Arunachal Pradesh,2017,3,2017Q3,11
Anjaw,Arunachal Pradesh,2017,4,2017Q4,12
Anjaw,Arunachal Pradesh,2018,1,2018Q1,13
Anjaw,Arunachal Pradesh,2018,2,2018Q2,14
Anjaw,Arunachal Pradesh,2018,3,2018Q3,15
Anjaw,Arunachal Pradesh,2018,4,2018Q4,16
Anjaw,Arunachal Pradesh,2019,1,2019Q1,17
Anjaw,Arunachal Pradesh,2019,2,2019Q2,18
Anjaw,Arunachal Pradesh,2019,3,2019Q3,19
Anjaw,Arunachal Pradesh,2019,4,2019Q4,20
Anjaw,Arunachal Pradesh,2020,1,2020Q1,21
Anjaw,Arunachal Pradesh,2020,2,2020Q2,22
Anjaw,Arunachal Pradesh,2020,3,2020Q3,23
Anjaw,Arunachal Pradesh,2020,4,2020Q4,24
Anjaw,Arunachal Pradesh,2021,1,2021Q1,25
Anjaw,Arunachal Pradesh,2021,2,2021Q2,26
Anjaw,Arunachal Pradesh,2021,3,2021Q3,27
Anjaw,Arunachal Pradesh,2021,4,2021Q4,28
Anjaw,Arunachal Pradesh,2022,1,2022Q1,29
Anjaw,Arunachal Pradesh,2022,2,2022Q2,30
Anjaw,Arunachal Pradesh,2022,3,2022Q3,31
Anjaw,Arunachal Pradesh,2022,4,2022Q4,32
Anjaw,Arunachal Pradesh,2023,1,2023Q1,33
Anjaw,Arunachal Pradesh,2023,2,2023Q2,34
Anjaw,Arunachal Pradesh,2023,3,2023Q3,35
Anjaw,Arunachal Pradesh,2023,4,2023Q4,36
Anjaw,Arunachal Pradesh,2024,1,2024Q1,37
Anjaw,Arunachal Pradesh,2024,2,2024Q2,38
Anjaw,Arunachal Pradesh,2024,3,2024Q3,39
Anjaw,Arunachal Pradesh,2024,4,2024Q4,40
Changlang,Arunachal Pradesh,2015,1,2015Q1,1
Changlang,Arunachal Pradesh,2015,2,2015Q2,2
Changlang,Arunachal Pradesh,2015,3,2015Q3,3
Changlang,Arunachal Pradesh,2015,4,2015Q4,4
Changlang,Arunachal Pradesh,2016,1,2016Q1,5
Changlang,Arunachal Pradesh,2016,2,2016Q2,6
Changlang,Arunachal Pradesh,2016,3,2016Q3,7
Changlang,Arunachal Pradesh,2016,4,2016Q4,8
Changlang,Arunachal Pradesh,2017,1,2017Q1,9
Changlang,Arunachal Pradesh,2017,2,2017Q2,10
Changlang,Arunachal Pradesh,2017,3,2017Q3,11
Changlang,Arunachal Pradesh,2017,4,2017Q4,12
Changlang,Arunachal Pradesh,2018,1,2018Q1,13
Changlang,Arunachal Pradesh,2018,2,2018Q2,14
Changlang,Arunachal Pradesh,2018,3,2018Q3,15
Changlang,Arunachal Pradesh,2018,4,2018Q4,16
Changlang,Arunachal Pradesh,2019,1,2019Q1,17
Changlang,Arunachal Pradesh,2019,2,2019Q2,18
Changlang,Arunachal Pradesh,2019,3,2019Q3,19
Changlang,Arunachal Pradesh,2019,4,2019Q4,20
Changlang,Arunachal Pradesh,2020,1,2020Q1,21
Changlang,Arunachal Pradesh,2020,2,2020Q2,22
Changlang,Arunachal Pradesh,2020,3,2020Q3,23
Changlang,Arunachal Pradesh,2020,4,2020Q4,24
Changlang,Arunachal Pradesh,2021,1,2021Q1,25
Changlang,Arunachal Pradesh,2021,2,2021Q2,26
Changlang,Arunachal Pradesh,2021,3,2021Q3,27
Changlang,Arunachal Pradesh,2021,4,2021Q4,28
Changlang,Arunachal Pradesh,2022,1,2022Q1,29
Changlang,Arunachal Pradesh,2022,2,2022Q2,30
Changlang,Arunachal Pradesh,2022,3,2022Q3,31
Changlang,Arunachal Pradesh,2022,4,2022Q4,32
Changlang,Arunachal Pradesh,2023,1,2023Q1,33
Changlang,Arunachal Pradesh,2023,2,2023Q2,34
Changlang,Arunachal Pradesh,2023,3,2023Q3,35
Changlang,Arunachal Pradesh,2023,4,2023Q4,36
Changlang,Arunachal Pradesh,2024,1,2024Q1,37
Changlang,Arunachal Pradesh,2024,2,2024Q2,38
Changlang,Arunachal Pradesh,2024,3,2024Q3,39
Changlang,Arunachal Pradesh,2024,4,2024Q4,40
Dibang Valley,Arunachal Pradesh,2015,1,2015Q1,1
Dibang Valley,Arunachal Pradesh,2015,2,2015Q2,2
Dibang Valley,Arunachal Pradesh,2015,3,2015Q3,3
Dibang Valley,Arunachal Pradesh,2015,4,2015Q4,4
Dibang Valley,Arunachal Pradesh,2016,1,2016Q1,5
Dibang Valley,Arunachal Pradesh,2016,2,2016Q2,6
Dibang Valley,Arunachal Pradesh,2016,3,2016Q3,7
Dibang Valley,Arunachal Pradesh,2016,4,2016Q4,8
Dibang Valley,Arunachal Pradesh,2017,1,2017Q1,9
Dibang Valley,Arunachal Pradesh,2017,2,2017Q2,10
Dibang Valley,Arunachal Pradesh,2017,3,2017Q3,11
Dibang Valley,Arunachal Pradesh,2017,4,2017Q4,12
Dibang Valley,Arunachal Pradesh,2018,1,2018Q1,13
Dibang Valley,Arunachal Pradesh,2018,2,2018Q2,14
Dibang Valley,Arunachal Pradesh,2018,3,2018Q3,15
Dibang Valley,Arunachal Pradesh,2018,4,2018Q4,16
Dibang Valley,Arunachal Pradesh,2019,1,2019Q1,17
Dibang Valley,Arunachal Pradesh,2019,2,2019Q2,18
Dibang Valley,Arunachal Pradesh,2019,3,2019Q3,19
Dibang Valley,Arunachal Pradesh,2019,4,2019Q4,20
Dibang Valley,Arunachal Pradesh,2020,1,2020Q1,21
Dibang Valley,Arunachal Pradesh,2020,2,2020Q2,22
Dibang Valley,Arunachal Pradesh,2020,3,2020Q3,23
Dibang Valley,Arunachal Pradesh,2020,4,2020Q4,24
Dibang Valley,Arunachal Pradesh,2021,1,2021Q1,25
Dibang Valley,Arunachal Pradesh,2021,2,2021Q2,26
Dibang Valley,Arunachal Pradesh,2021,3,2021Q3,27
Dibang Valley,Arunachal Pradesh,2021,4,2021Q4,28
Dibang Valley,Arunachal Pradesh,2022,1,2022Q1,29
Dibang Valley,Arunachal Pradesh,2022,2,2022Q2,30
Dibang Valley,Arunachal Pradesh,2022,3,2022Q3,31
Dibang Valley,Arunachal Pradesh,2022,4,2022Q4,32
Dibang Valley,Arunachal Pradesh,2023,1,2023Q1,33
Dibang Valley,Arunachal Pradesh,2023,2,2023Q2,34
Dibang Valley,Arunachal Pradesh,2023,3,2023Q3,35
Dibang Valley,Arunachal Pradesh,2023,4,2023Q4,36
Dibang Valley,Arunachal Pradesh,2024,1,2024Q1,37
Dibang Valley,Arunachal Pradesh,2024,2,2024Q2,38
Dibang Valley,Arunachal Pradesh,2024,3,2024Q3,39
Dibang Valley,Arunachal Pradesh,2024,4,2024Q4,40
East Kameng,Arunachal Pradesh,2015,1,2015Q1,1
East Kameng,Arunachal Pradesh,2015,2,2015Q2,2
East Kameng,Arunachal Pradesh,2015,3,2015Q3,3
East Kameng,Arunachal Pradesh,2015,4,2015Q4,4
East Kameng,Arunachal Pradesh,2016,1,2016Q1,5
East Kameng,Arunachal Pradesh,2016,2,2016Q2,6
East Kameng,Arunachal Pradesh,2016,3,2016Q3,7
East Kameng,Arunachal Pradesh,2016,4,2016Q4,8
East Kameng,Arunachal Pradesh,2017,1,2017Q1,9
East Kameng,Arunachal Pradesh,2017,2,2017Q2,10
East Kameng,Arunachal Pradesh,2017,3,2017Q3,11
East Kameng,Arunachal Pradesh,2017,4,2017Q4,12
East Kameng,Arunachal Pradesh,2018,1,2018Q1,13
East Kameng,Arunachal Pradesh,2018,2,2018Q2,14
East Kameng,Arunachal Pradesh,2018,3,2018Q3,15
East Kameng,Arunachal Pradesh,2018,4,2018Q4,16
East Kameng,Arunachal Pradesh,2019,1,2019Q1,17
East Kameng,Arunachal Pradesh,2019,2,2019Q2,18
East Kameng,Arunachal Pradesh,2019,3,2019Q3,19
East Kameng,Arunachal Pradesh,2019,4,2019Q4,20
East Kameng,Arunachal Pradesh,2020,1,2020Q1,21
East Kameng,Arunachal Pradesh,2020,2,2020Q2,22
East Kameng,Arunachal Pradesh,2020,3,2020Q3,23
East Kameng,Arunachal Pradesh,2020,4,2020Q4,24
East Kameng,Arunachal Pradesh,2021,1,2021Q1,25
East Kameng,Arunachal Pradesh,2021,2,2021Q2,26
East Kameng,Arunachal Pradesh,2021,3,2021Q3,27
East Kameng,Arunachal Pradesh,2021,4,2021Q4,28
East Kameng,Arunachal Pradesh,2022,1,2022Q1,29
East Kameng,Arunachal Pradesh,2022,2,2022Q2,30
East Kameng,Arunachal Pradesh,2022,3,2022Q3,31
East Kameng,Arunachal Pradesh,2022,4,2022Q4,32
East Kameng,Arunachal Pradesh,2023,1,2023Q1,33
East Kameng,Arunachal Pradesh,2023,2,2023Q2,34
East Kameng,Arunachal Pradesh,2023,3,2023Q3,35
East Kameng,Arunachal Pradesh,2023,4,2023Q4,36
East Kameng,Arunachal Pradesh,2024,1,2024Q1,37
East Kameng,Arunachal Pradesh,2024,2,2024Q2,38
East Kameng,Arunachal Pradesh,2024,3,2024Q3,39
East Kameng,Arunachal Pradesh,2024,4,2024Q4,40
East Siang,Arunachal Pradesh,2015,1,2015Q1,1
East Siang,Arunachal Pradesh,2015,2,2015Q2,2
East Siang,Arunachal Pradesh,2015,3,2015Q3,3
East Siang,Arunachal Pradesh,2015,4,2015Q4,4
East Siang,Arunachal Pradesh,2016,1,2016Q1,5
East Siang,Arunachal Pradesh,2016,2,2016Q2,6
East Siang,Arunachal Pradesh,2016,3,2016Q3,7
East Siang,Arunachal Pradesh,2016,4,2016Q4,8
East Siang,Arunachal Pradesh,2017,1,2017Q1,9
East Siang,Arunachal Pradesh,2017,2,2017Q2,10
East Siang,Arunachal Pradesh,2017,3,2017Q3,11
East Siang,Arunachal Pradesh,2017,4,2017Q4,12
East Siang,Arunachal Pradesh,2018,1,2018Q1,13
East Siang,Arunachal Pradesh,2018,2,2018Q2,14
East Siang,Arunachal Pradesh,2018,3,2018Q3,15
East Siang,Arunachal Pradesh,2018,4,2018Q4,16
East Siang,Arunachal Pradesh,2019,1,2019Q1,17
East Siang,Arunachal Pradesh,2019,2,2019Q2,18
East Siang,Arunachal Pradesh,2019,3,2019Q3,19
East Siang,Arunachal Pradesh,2019,4,2019Q4,20
East Siang,Arunachal Pradesh,2020,1,2020Q1,21
East Siang,Arunachal Pradesh,2020,2,2020Q2,22
East Siang,Arunachal Pradesh,2020,3,2020Q3,23
East Siang,Arunachal Pradesh,2020,4,2020Q4,24
East Siang,Arunachal Pradesh,2021,1,2021Q1,25
East Siang,Arunachal Pradesh,2021,2,2021Q2,26
East Siang,Arunachal Pradesh,2021,3,2021Q3,27
East Siang,Arunachal Pradesh,2021,4,2021Q4,28
East Siang,Arunachal Pradesh,2022,1,2022Q1,29
East Siang,Arunachal Pradesh,2022,2,2022Q2,30
East Siang,Arunachal Pradesh,2022,3,2022Q3,31
East Siang,Arunachal Pradesh,2022,4,2022Q4,32
East Siang,Arunachal Pradesh,2023,1,2023Q1,33
East Siang,Arunachal Pradesh,2023,2,2023Q2,34
East Siang,Arunachal Pradesh,2023,3,2023Q3,35
East Siang,Arunachal Pradesh,2023,4,2023Q4,36
East Siang,Arunachal Pradesh,2024,1,2024Q1,37
East Siang,Arunachal Pradesh,2024,2,2024Q2,38
East Siang,Arunachal Pradesh,2024,3,2024Q3,39
East Siang,Arunachal Pradesh,2024,4,2024Q4,40
Kurung Kumey,Arunachal Pradesh,2015,1,2015Q1,1
Kurung Kumey,Arunachal Pradesh,2015,2,2015Q2,2
Kurung Kumey,Arunachal Pradesh,2015,3,2015Q3,3
Kurung Kumey,Arunachal Pradesh,2015,4,2015Q4,4
Kurung Kumey,Arunachal Pradesh,2016,1,2016Q1,5
Kurung Kumey,Arunachal Pradesh,2016,2,2016Q2,6
Kurung Kumey,Arunachal Pradesh,2016,3,2016Q3,7
Kurung Kumey,Arunachal Pradesh,2016,4,2016Q4,8
Kurung Kumey,Arunachal Pradesh,2017,1,2017Q1,9
Kurung Kumey,Arunachal Pradesh,2017,2,2017Q2,10
Kurung Kumey,Arunachal Pradesh,2017,3,2017Q3,11
Kurung Kumey,Arunachal Pradesh,2017,4,2017Q4,12
Kurung Kumey,Arunachal Pradesh,2018,1,2018Q1,13
Kurung Kumey,Arunachal Pradesh,2018,2,2018Q2,14
Kurung Kumey,Arunachal Pradesh,2018,3,2018Q3,15
Kurung Kumey,Arunachal Pradesh,2018,4,2018Q4,16
Kurung Kumey,Arunachal Pradesh,2019,1,2019Q1,17
Kurung Kumey,Arunachal Pradesh,2019,2,2019Q2,18
Kurung Kumey,Arunachal Pradesh,2019,3,2019Q3,19
Kurung Kumey,Arunachal Pradesh,2019,4,2019Q4,20
Kurung Kumey,Arunachal Pradesh,2020,1,2020Q1,21
Kurung Kumey,Arunachal Pradesh,2020,2,2020Q2,22
Kurung Kumey,Arunachal Pradesh,2020,3,2020Q3,23
Kurung Kumey,Arunachal Pradesh,2020,4,2020Q4,24
Kurung Kumey,Arunachal Pradesh,2021,1,2021Q1,25
Kurung Kumey,Arunachal Pradesh,2021,2,2021Q2,26
Kurung Kumey,Arunachal Pradesh,2021,3,2021Q3,27
Kurung Kumey,Arunachal Pradesh,2021,4,2021Q4,28
Kurung Kumey,Arunachal Pradesh,2022,1,2022Q1,29
Kurung Kumey,Arunachal Pradesh,2022,2,2022Q2,30
Kurung Kumey,Arunachal Pradesh,2022,3,2022Q3,31
Kurung Kumey,Arunachal Pradesh,2022,4,2022Q4,32
Kurung Kumey,Arunachal Pradesh,2023,1,2023Q1,33
Kurung Kumey,Arunachal Pradesh,2023,2,2023Q2,34
Kurung Kumey,Arunachal Pradesh,2023,3,2023Q3,35
Kurung Kumey,Arunachal Pradesh,2023,4,2023Q4,36
Kurung Kumey,Arunachal Pradesh,2024,1,2024Q1,37
Kurung Kumey,Arunachal Pradesh,2024,2,2024Q2,38
Kurung Kumey,Arunachal Pradesh,2024,3,2024Q3,39
Kurung Kumey,Arunachal Pradesh,2024,4,2024Q4,40
Lohit,Arunachal Pradesh,2015,1,2015Q1,1
Lohit,Arunachal Pradesh,2015,2,2015Q2,2
Lohit,Arunachal Pradesh,2015,3,2015Q3,3
Lohit,Arunachal Pradesh,2015,4,2015Q4,4
Lohit,Arunachal Pradesh,2016,1,2016Q1,5
Lohit,Arunachal Pradesh,2016,2,2016Q2,6
Lohit,Arunachal Pradesh,2016,3,2016Q3,7
Lohit,Arunachal Pradesh,2016,4,2016Q4,8
Lohit,Arunachal Pradesh,2017,1,2017Q1,9
Lohit,Arunachal Pradesh,2017,2,2017Q2,10
Lohit,Arunachal Pradesh,2017,3,2017Q3,11
Lohit,Arunachal Pradesh,2017,4,2017Q4,12
Lohit,Arunachal Pradesh,2018,1,2018Q1,13
Lohit,Arunachal Pradesh,2018,2,2018Q2,14
Lohit,Arunachal Pradesh,2018,3,2018Q3,15
Lohit,Arunachal Pradesh,2018,4,2018Q4,16
Lohit,Arunachal Pradesh,2019,1,2019Q1,17
Lohit,Arunachal Pradesh,2019,2,2019Q2,18
Lohit,Arunachal Pradesh,2019,3,2019Q3,19
Lohit,Arunachal Pradesh,2019,4,2019Q4,20
Lohit,Arunachal Pradesh,2020,1,2020Q1,21
Lohit,Arunachal Pradesh,2020,2,2020Q2,22
Lohit,Arunachal Pradesh,2020,3,2020Q3,23
Lohit,Arunachal Pradesh,2020,4,2020Q4,24
Lohit,Arunachal Pradesh,2021,1,2021Q1,25
Lohit,Arunachal Pradesh,2021,2,2021Q2,26
Lohit,Arunachal Pradesh,2021,3,2021Q3,27
Lohit,Arunachal Pradesh,2021,4,2021Q4,28
Lohit,Arunachal Pradesh,2022,1,2022Q1,29
Lohit,Arunachal Pradesh,2022,2,2022Q2,30
Lohit,Arunachal Pradesh,2022,3,2022Q3,31
Lohit,Arunachal Pradesh,2022,4,2022Q4,32
Lohit,Arunachal Pradesh,2023,1,2023Q1,33
Lohit,Arunachal Pradesh,2023,2,2023Q2,34
Lohit,Arunachal Pradesh,2023,3,2023Q3,35
Lohit,Arunachal Pradesh,2023,4,2023Q4,36
Lohit,Arunachal Pradesh,2024,1,2024Q1,37
Lohit,Arunachal Pradesh,2024,2,2024Q2,38
Lohit,Arunachal Pradesh,2024,3,2024Q3,39
Lohit,Arunachal Pradesh,2024,4,2024Q4,40
Longding,Arunachal Pradesh,2015,1,2015Q1,1
Longding,Arunachal Pradesh,2015,2,2015Q2,2
Longding,Arunachal Pradesh,2015,3,2015Q3,3
Longding,Arunachal Pradesh,2015,4,2015Q4,4
Longding,Arunachal Pradesh,2016,1,2016Q1,5
Longding,Arunachal Pradesh,2016,2,2016Q2,6
Longding,Arunachal Pradesh,2016,3,2016Q3,7
Longding,Arunachal Pradesh,2016,4,2016Q4,8
Longding,Arunachal Pradesh,2017,1,2017Q1,9
